content,score,sentiment,clean
"lmyn,alternatif kalo ditoko offline kosong.👍",4,positif,lmynalternatif kalo ditoko offline kosong
Ok,5,positif,
sangat baik,5,positif,sangat baik
layanan shoppy nya sy ajukan jempol cm sy sering kecewa dgn toko yg menjual nya tingkat kan kwalitas cari oner yg benar2 amanah bekerja sama dgn baik dan beri peringatan kepada toko2 yg SDH mengecewakan pelanggan shoppy,5,positif,layanan shoppy nya sy ajukan jempol cm sy sering kecewa dgn toko yg menjual nya tingkat kan kwalitas cari oner yg benar amanah bekerja sama dgn baik beri peringatan toko yg sdh mengecewakan pelanggan shoppy
sangat bagus,5,positif,sangat bagus
belanja di shopee hemat bgt,5,positif,belanja shopee hemat bgt
abot lemot,1,negatif,abot lemot
aplikasi ini baik,5,positif,aplikasi baik
"pengiriman sekarang kacau , lambat, gk jelas keterangan nya apa. kecewa sekarang sama shopee",1,negatif,pengiriman sekarang kacau  lambat gk jelas keterangan nya apa kecewa sekarang sama shopee
"mudah, murah , berkualitas",5,positif,mudah murah  berkualitas
Mantab ni aplikasi hehehe,5,positif,mantab ni aplikasi hehehe
cocok,5,positif,cocok
"banyak paket yg di kembalikan secara sepihak tidak ada konfirmasi ke pelanggan. gak tau itu paket penting, sering banget kaya gtu. kalau memang gak bisa ngantar konfirmasi ke pemesan, jangan asal batalin aja.",1,negatif,banyak paket yg kembalikan sepihak ada konfirmasi pelanggan gak tau paket penting sering banget kaya gtu kalau memang gak ngantar konfirmasi pemesan jangan asal batalin aja
ok👍,5,positif,
pengiriman ny sekarang sangat sangat sangat lambattttttttt,1,negatif,pengiriman ny sekarang sangat sangat sangat lambattttttttt
jos,5,positif,jos
sangat membantu,5,positif,sangat membantu
"Mempermudah benlanjaan kalau bisa di perketat lagi,,,,soalnya masih banyak toko2 yang kurang amanah",5,positif,mempermudah benlanjaan kalau di perketat lagisoalnya banyak toko kurang amanah
aplikasi nya bagus belanja online dan ada banyak diskon dan gratis ongkir cuman sepengalaman ku make aplikasi ini aku pesan beberapa paket yang aku beli pas tiba kurir nya dirumah dan aku lagi ngg ada dirumah dia malah nelfon emosi dan ngatain pelanggan apa maksud nya hah??? gini kah yang katanya aplikasi paling bagus untuk platform perbelanjaan online? itu kurir nya SDM rendah kek nya itu atau attitude nya g bisa di jaga coba aja aku berpapasan Ama si kurir itu udh aku kasih bogem wilayahSulsel,1,negatif,aplikasi nya bagus belanja online banyak diskon gratis ongkir cuman sepengalaman ku make aplikasi aku pesan beberapa paket aku beli pas tiba kurir nya dirumah aku ngg ada dirumah malah nelfon emosi ngatain pelanggan apa maksud nya hah gini yang katanya aplikasi paling bagus platform perbelanjaan online kurir nya sdm rendah kek nya atau attitude nya g di jaga coba aja aku berpapasan ama si kurir udh aku kasih bogem wilayahsulsel
update terus sering update beuh,4,positif,update terus sering update beuh
cs GK bsa kasih solusi sama sekali terkait kendala paket,1,negatif,cs gk bsa kasih solusi sama sekali terkait kendala paket
sangat bagus,5,positif,sangat bagus
mantap,5,positif,mantap
"pengiriman lama poll seminggu pesan barang tidak datang padhaal alamat jelas, bukan hari besar kapok sya belanja disini.. mending di tokped atau tt",1,negatif,pengiriman lama poll seminggu pesan barang datang padhaal alamat jelas bukan hari besar kapok sya belanja disini mending tokped tt
shopee cepat dan aman,5,positif,shopee cepat aman
paylater saya dibatasi udah 1 bulan ajuin ke cs percuma saja kecewa banget,2,negatif,paylater dibatasi udah  bulan ajuin cs percuma kecewa banget
😋,3,netral,
top markotop josjiss,5,positif,top markotop josjiss
"cepat pengiriman,banyak diskon,promo dan smoga ongkirnya selalu murah seperti saat ini 👍👍👍",5,positif,cepat pengirimanbanyak diskonpromo smoga ongkirnya selalu murah saat 
mempermudah semua yg dibutuhkan,5,positif,mempermudah semua yg dibutuhkan
Gk pernah kecewa blnja d sini,5,positif,gk pernah kecewa blnja d sini
puas berbelanja di shopee,5,positif,puas berbelanja shopee
Alhamdulillah pesanannya sudah nyampek sesuai dengan yang saya pesan,5,positif,alhamdulillah pesanannya nyampek sesuai yang pesan
mantul voucher vip-nya,5,positif,mantul voucher vipnya
iklannya ganggu,1,negatif,iklannya ganggu
"buka shopee tuh mau belanja bukan liat video, buka apk lngsung live/video, kembalikan lg ke beranda dulu..",1,negatif,buka shopee tuh mau belanja bukan liat video buka apk lngsung livevideo kembalikan lg beranda dulu
"shopee sekarang pengiriman nya sangat lambat, perasaan dulu super cepat sekarang paket sdh smpai daerah malah balik lagi ketempat pengirim bikin emosi aja jdi nya",1,negatif,shopee sekarang pengiriman nya sangat lambat perasaan dulu super cepat sekarang paket sdh smpai daerah malah balik ketempat pengirim bikin emosi aja jdi nya
belanja di shopee memuaskan murah lagi trimakasih,5,positif,belanja shopee memuaskan murah trimakasih
bagus,5,positif,bagus
shopee sangat membantu dalam menyelesaikan barang yang kita butuhkan tanpa harus keluar rumah atau menyengaja pergi ke pusat pertokoan,5,positif,shopee sangat membantu menyelesaikan barang kita butuhkan harus keluar rumah menyengaja pergi pusat pertokoan
"saya sebagai pengusaha, terbantu dengan aplikasi ini",5,positif,sebagai pengusaha terbantu aplikasi
Respect dan Suka banget sama Shoppe semuanya dapat bonus gratis ongkir dan jika ada return barang prosesnya cepat terimakasih shoope,5,positif,respect suka banget sama shoppe semuanya bonus gratis ongkir jika return barang prosesnya cepat terimakasih shoope
shoppe in the best,5,positif,shoppe in the best
baik,5,positif,baik
bagus,5,positif,bagus
Sangat memuaskan,5,positif,sangat memuaskan
lumayan bagus,3,netral,lumayan bagus
kenapa ya skrg shopee sering lamaaaa sekali sampai nya.. malah kmrn ada yg hilang di gudang expedisinya sampe 20 hari lebih. sedangkan estimasi tiba di undurrrr trs. jd susah di batalkan.,5,positif,ya skrg shopee sering lamaaaa sekali nya malah kmrn yg hilang gudang expedisinya sampe  hari lebih estimasi tiba undurrrr trs jd susah batalkan
kenapa akun spaylater saya sampai sekarang belum diaktifkan kembali,2,negatif,akun spaylater sampai sekarang diaktifkan
"mantabbb shopee..👍I love shopee💙💙💙 josss Suka bangettttt SM aplikasi Shofie,Shofie gk Ade 2 nya joss + Joss +Josss mantabbb keren habis",5,positif,mantabbb shopeei love shopee josss suka bangettttt sm aplikasi shofieshofie gk ade  nya joss  joss josss mantabbb keren habis
Awalnya ga pengen belanja tpi pas buka aplikasi shopee malah pengen🔥,5,positif,awalnya ga pengen belanja tpi pas buka aplikasi shopee malah pengen
"kalau mau endorse iklan di app lain, tolong jangan terus sistemnya kepencet dikit pindah aplikasi. kepencet dikit pindah aplikasi. nyebelin banget lama-lama begitu terus. waktu scroll tiktok tiba-tiba pindah shoppe, waktu scroll wattpad tiba-tiba move shopee. yang bener aja dong?",1,negatif,kalau mau endorse iklan app tolong jangan terus sistemnya kepencet dikit pindah aplikasi kepencet dikit pindah aplikasi nyebelin banget lamalama terus waktu scroll tiktok tibatiba pindah shoppe waktu scroll wattpad tibatiba move shopee bener aja dong
buruk spinjamnya,1,negatif,buruk spinjamnya
saya sudah bayar Shopee VIP tapi saya tidak mendapat penurunan harga sedikitpun,3,netral,sudah bayar shopee vip saya mendapat penurunan harga sedikitpun
"sangat membantu,biasa gratis ongkir juga",5,positif,sangat membantubiasa gratis ongkir
mantap,5,positif,mantap
"awal belanja dapat potong belanja pertama sekali, setelah diisi data dll pas belanja voucernya hilang dasar penipu",1,negatif,awal belanja potong belanja pertama sekali diisi data pas belanja voucernya hilang dasar penipu
mantap,5,positif,mantap
sangat bagus,5,positif,sangat bagus
tingkatkan pelayanan lebih baik ya?,5,positif,tingkatkan pelayanan lebih baik
"iklan itu gausah maksa, saya sudah pesen banyak paket dan saya gak akan bayar sengaja aja emang siapa suruh bikin iklan maksa sampai buka aplikasi sampe relock ulang gak semua hp device nya itu sama tod jadi kalo mau bikin iklan di fikir dulu gausah kaya iklan judol yang ujung2 nya maksa ke aplikasi",1,negatif,iklan gausah maksa sudah pesen banyak paket saya gak bayar sengaja aja emang siapa suruh bikin iklan maksa buka aplikasi sampe relock ulang gak semua hp device nya sama tod jadi kalo mau bikin iklan fikir dulu gausah kaya iklan judol ujung nya maksa aplikasi
🥰🥰,5,positif,
pengalaman belanja disini : ⭐⭐⭐⭐⭐,5,positif,pengalaman belanja disini  
bagus,5,positif,bagus
paylater dan pengajuan balik barang nya gak bisa di buka kenapa ya,3,netral,paylater pengajuan balik barang nya gak di buka ya
pengiriman nya lama paketnya muter2 udah 2 minggu paket helm nggak sampe2,2,negatif,pengiriman nya lama paketnya muter udah  minggu paket helm sampe
mantab,1,negatif,mantab
sangat membantu atas penyediaan kebutuhan kita,5,positif,sangat membantu atas penyediaan kebutuhan
bagus,5,positif,bagus
"spaylater gabisa di gunakan, pas uda nunggu sesuai tanggal malah di gunakan lagi, besok nya ke gitu lagi, gajelas emang, kalo emang gabole/ga ngizinin make spaylater gausa di ACC juga pendaftaran spaylater gw, udah mah make spaylater buat kebutuhan mendesak, lah malah gabisa di pake, gajelass",1,negatif,spaylater gabisa gunakan pas uda nunggu sesuai tanggal malah gunakan besok nya gitu gajelas emang kalo emang gabolega ngizinin make spaylater gausa acc pendaftaran spaylater gw udah mah make spaylater buat kebutuhan mendesak lah malah gabisa pake gajelass
bagus sekali,5,positif,bagus sekali
mantap,5,positif,mantap
"BUAT KALIAN YANG BELANJA JANGAN PAKAI EKSPEDISI SPX MALING SEMUA ISINYA, UDAH LEMOT SAMPAH GABISA KERJA",1,negatif,buat kalian belanja jangan pakai ekspedisi spx maling semua isinya udah lemot sampah gabisa kerja
Berbelit belit dg Pinjaman,2,negatif,berbelit belit dg pinjaman
kenapa shopee saya tidak bisa dibuka,2,negatif,shopee tidak dibuka
kurir yang menggunakan pengaturan dengan unit mobil kebanyakan main main gak serius dari pada bermotor,4,positif,kurir menggunakan pengaturan unit mobil kebanyakan main main gak serius pada bermotor
sangat bagus,5,positif,sangat bagus
"mantap,",5,positif,mantap
oke,5,positif,oke
buruk pengiriman nya lama,1,negatif,buruk pengiriman nya lama
"barang dan motif bagus, dan kurir juga cepat",5,positif,barang motif bagus kurir cepat
pihak ekspedisi spx express pencuri njir shopee nya nga mau tanggung jawab kalian jangan sesekali pesen hp kalau nga mau di curi spx express dan shopee nga mau tanggung jawab,1,negatif,pihak ekspedisi spx express pencuri njir shopee nya nga mau tanggung jawab kalian jangan sesekali pesen hp kalau nga mau curi spx express shopee nga mau tanggung jawab
suka,5,positif,suka
baik,5,positif,baik
bagus,5,positif,bagus
"puas dengan pelayanan ,pilihan banyak, pengiriman cepat dan aman",5,positif,puas pelayanan pilihan banyak pengiriman cepat aman
"saldo shopeepay gw gk masuk2, disuruh nunggu 1x24 jam tapi msih blom masuk jga. mana gk ada info lanjutan dari CS nya lgi. fix uninstal nih aplikasi",1,negatif,saldo shopeepay gw gk masuk disuruh nunggu x jam msih blom masuk jga mana gk info lanjutan cs nya lgi fix uninstal nih aplikasi
puas dengan pengiriman,5,positif,puas pengiriman
"asyiik lah belanja di shopee, mau apa aja ada, dan ga repot muter2 nyari barang...mana ada payleter nya lg bisa nyicil, jd tambah asyiik belanjax... pokokx muantapps dan sangat membantu..",5,positif,asyiik lah belanja shopee mau apa aja ga repot muter nyari barangmana payleter nya lg nyicil jd tambah asyiik belanjax pokokx muantapps dan sangat membantu
sangat sangat membantu sekali dengan proses yang begitu mudah,5,positif,sangat sangat membantu sekali proses begitu mudah
Untung ga seberapa. Tp semua dana di tilep. GWS DEH.,1,negatif,untung ga seberapa tp semua dana tilep gws deh
"Mancing Mania,,Mantabs",5,positif,mancing maniamantabs
"sangat membantu,untuk keperluan belanja di shopee",5,positif,sangat membantuuntuk keperluan belanja shopee
"Belanja makin mudah, aplikasi sdh tdk lemot",5,positif,belanja makin mudah aplikasi sdh tdk lemot
ok baik,5,positif,baik
tolong tingkatkan kecepatan pegriman,5,positif,tingkatkan kecepatan pegriman
Pelayanan yang memuaskan thx Shopee..🙏🙏🙏,5,positif,pelayanan memuaskan thx shopee
"Saya sangat kecewa dgn Shopee, padahal sudah lama Menggunakan Shopee tapi akhir2 ini kecewa, pelayanan, Barangnya Lama Di Kemas berminggu-minggu, pas di kirim Lama banget, pas Datang Kurir Cuek, aneh Shopee skrng mending ke Tokopedia cepat no ribet, Saya Mau Tutup aja Aplikasi Shopeenya",1,negatif,sangat kecewa dgn shopee padahal lama menggunakan shopee akhir kecewa pelayanan barangnya lama kemas bermingguminggu pas kirim lama banget pas datang kurir cuek aneh shopee skrng mending tokopedia cepat no ribet mau tutup aja aplikasi shopeenya
bagus,5,positif,bagus
memang aplikasi shopee sangat berguna 👍👍🙏🙏,5,positif,memang aplikasi shopee sangat berguna 
ada yg tau cara mengetahui no.wa kurir krn sy cod d shopi sy nya lg keluar rumah paket sdh d terima d tanyain k tetangga tdk ada yg tau sy mau menghubungi kurir no wa d sopinya g ada,1,negatif,yg tau cara mengetahui nowa kurir krn sy cod d shopi sy nya lg keluar rumah paket sdh d terima d tanyain k tetangga tdk yg tau sy mau menghubungi kurir no wa d sopinya g
selagi masih ada cuan mungkin mengikuti nya,5,positif,masih cuan mungkin mengikuti nya
banyak akun palsu menyasar lokasi kita saya baru saja mendapati pesanan palsu cod padahal saya tidak memesanya ini sangat merugikan,1,negatif,banyak akun palsu menyasar lokasi baru mendapati pesanan palsu cod padahal saya tidak memesanya sangat merugikan
tolong adain no kurir pliss penting,5,positif,adain no kurir pliss penting
bagus luar biasa,5,positif,bagus luar biasa
pengiriman lama,1,negatif,pengiriman lama
pengiriman nya tolong di perbaiki dong bilang nya 1 hari malah 5 hari belum sampai tujuan,3,netral,pengiriman nya di perbaiki dong bilang nya  hari malah  hari sampai tujuan
sangat bagus sekali. pelayanan shopee sangat memuaskan,5,positif,sangat bagus sekali pelayanan shopee sangat memuaskan
pengiriman lelet banget dah,1,negatif,pengiriman lelet banget dah
saya beri bintang 5 karena shopee banyak membantu saya,5,positif,beri bintang  shopee banyak membantu
Tetap yg terbaik,5,positif,tetap yg terbaik
bisa belan dan gratis ongkir,5,positif,belan gratis ongkir
perbaiki kurirnya pak kasian para kurir mitra kehabisan paket gara² dediket Ama plus,3,netral,perbaiki kurirnya pak kasian kurir mitra kehabisan paket gara dediket ama plus
shope nya gak bisa cod tolong di perbaiki,1,negatif,shope nya gak cod di perbaiki
Memudahkan belanja online dengan kualitas yang baik. Tapi sudah 3x pemesanan di Shopee berujung kecewa. mulai dr pesanan yg tidak diantar & akhirnya di kirim lagi ke pihak toko sampai pesanan sudah dalam proses pengantaran pun masih di perlambat yg akhirnya harus melewati estimasi waktu. seakan2 akun saya ini bermasalah. tolong di perbaiki lagi..,5,positif,memudahkan belanja online kualitas baik x pemesanan shopee berujung kecewa mulai dr pesanan yg diantar  akhirnya kirim ke pihak toko pesanan sudah dalam proses pengantaran masih perlambat yg akhirnya melewati estimasi waktu seakan akun ini bermasalah di perbaiki
ok,5,positif,
mudah mendapatkan barang 2 yg dibutuhkan dengan harga variatif,5,positif,mudah mendapatkan barang  yg dibutuhkan harga variatif
sangat membantu keseharian dalam job dan general saya. makasi2,5,positif,sangat membantu keseharian job general makasi
bagus,5,positif,bagus
Shopee paling joss,5,positif,shopee paling joss
mantep tiap hari melihat shopee 😁,4,positif,mantep tiap hari melihat shopee 
okeh,4,positif,okeh
nggudig abis,5,positif,nggudig abis
"spinjam di shopee,, gila bunga nya 0,13% sangat mencekik. turun bintang. dan untuk spaylater tolong dong naikin level ke advanced, masa limit udah tinggi level masih aja clasic.",4,positif,spinjam shopee gila bunga nya  sangat mencekik turun bintang untuk spaylater dong naikin level advanced masa limit udah tinggi level aja clasic
